what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666921638
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666923482
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666924520
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666966069
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248666970641
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1248666985101
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666985263
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1248666985300
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666986489
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666987090
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1248666987137
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666988137
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666990676
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666993975
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1248666994429
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666994703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1248666994749
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666995865
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666996495
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1248666996535
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666996761
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248666999037
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667003969
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667005403
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248667012385
