what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664357774
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1248664362638
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664365419
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1248664369213
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1248664369247
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664369478
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.rename.element",1248664369510
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664372621
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664373672
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664378821
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664405666
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664409110
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664486311
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664486738
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248664488091
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664491427
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664492396
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664492545
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664492601
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1248664493090
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1248664493455
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248664493697
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1248664494631
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664494660
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664498423
