what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665642684
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665642774
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665643556
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248665645288
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665647113
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665647508
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1248665647556
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1248665647556
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665650033
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665654323
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248665654357
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248665654357
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248665654692
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665657270
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665659852
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665659931
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665663149
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1248665664250
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248665667873
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1248665669642
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248665669957
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248665673766
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665676572
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248665688096
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248665689394
