what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668578544
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668578696
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668578874
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668579064
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248668582061
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668588914
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668590723
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248668592158
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668595121
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668606740
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248668606808
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248668606808
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668607802
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668609007
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248668609489
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248668616190
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668629328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668632691
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248668638351
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248668645711
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248668645711
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248668646913
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248668674387
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248668674656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248668681845
