what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667890661
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667893856
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667907807
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667910392
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667961424
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667964219
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667968131
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248667971833
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667974230
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667977079
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248667977325
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248667977378
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667980225
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667981441
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248668000525
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248668016382
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248668029197
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668029671
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668029823
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668030023
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248668030364
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668030595
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248668030743
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248668031623
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1248668036494
