what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248666284103
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248666284103
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666342262
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666343577
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666344656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666346152
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666347789
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248666348463
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666375496
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666378360
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666383407
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248666712974
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248666731679
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248666757060
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248666758877
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248666765214
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248666776668
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248666777175
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248666777333
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248666777493
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248666777645
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248666777876
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1248666778061
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248666781923
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248666785098
