what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667809664
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248667810938
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667812720
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667813265
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248667813309
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248667813309
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248667815668
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1248667816407
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248667818663
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667820885
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667831674
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248667831726
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.export",1248667831726
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667832718
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667833954
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248667835308
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667845935
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667854032
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667867964
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248667869478
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667876812
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667879021
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667881948
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1248667886033
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248667886291
