what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248664499658
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664501404
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664502018
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664505599
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664507259
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664507398
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664507449
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1248664508048
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1248664508199
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248664508788
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248664512252
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664513446
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248664516971
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664518400
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664546546
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248664552874
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248664570155
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664572297
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664573691
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664573843
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1248664573894
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1248664575980
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1248664587959
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1248664591597
started,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1248664593546
